Sentence #,Word,POS,Tag
,Paleocene,NNP,B-tim
,Tethys,NNP,I-tim
,Himalayan,NNP,B-tim
,stratigraphic,JJ,B-nat
,record,NN,I-nat
,(,-LRB-,O
,Fig2,NN,O
,),-RRB-,O
,.,.,O
Sentence: 835,Numerous,JJ,O
,articles,NNS,O
,envisaged,VBN,O
,orogenic,JJ,O
,evolution,NN,O
,of,IN,O
,northern,JJ,O
,India,NNP,O
,in,IN,O
,the,DT,O
,Late,JJ,B-tim
,Cretaceous,JJ,I-tim
,",",",",O
,by,IN,O
,either,CC,O
,arc,NN,O
,每,HYPH,O
,continent,NN,O
,collision,NN,O
,(,-LRB-,O
,e.g.,FW,O
,",",",",O
,Chatterjee,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2013,CD,O
,),-RRB-,O
,or,CC,O
,ophiolite,NN,O
,obduction,NN,O
,(,-LRB-,O
,e.g.,FW,O
,",",",",O
,Corfield,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2001,CD,O
,),-RRB-,O
,Continuing,VBG,O
,passive,JJ,O
,-,HYPH,O
,margin,NN,O
,evolution,NN,O
,(,-LRB-,O
,Stampfli,NNP,O
,and,CC,O
,Borel,NNP,O
,",",",",O
,2002,CD,O
,),-RRB-,O
,is,VBZ,O
,a,DT,O
,simpler,JJR,O
,alternative,NN,O
,scenario,NN,O
,that,WDT,O
,avoids,VBZ,O
,inferences,NNS,O
,to,IN,O
,unknown,JJ,O
,entities,NNS,O
,.,.,O
,.,.,O
Sentence: 836,active,JJ,O
,margin,NN,O
,of,IN,O
,Asia,NNP,O
,;,:,O
,and,CC,O
,",",",",O
,ii,CD,O
,),-RRB-,O
,certify,VBP,O
,that,IN,O
,the,DT,O
,India,NNP,O
,/,HYPH,O
,Asia,NNP,O
,collision,NN,O
,began,VBD,O
,well,RB,O
,after,IN,O
,the,DT,O
,Early,JJ,B-tim
,PaleoceneFinally,NNP,I-tim
,",",",",O
,we,PRP,O
,show,VBP,O
,how,WRB,O
,the,DT,O
,evidence,NN,O
,of,IN,O
,subsidence,NN,O
,analysis,NN,O
,",",",",O
,sandstone,NN,B-nat
,petrography,NN,I-nat
,",",",",O
,detrital,NN,O
,-,HYPH,O
,zircon,NN,O
,geochronology,NN,B-nat
,and,CC,O
,Cr,NN,O
,-,HYPH,O
,spinel,NN,O
,geochemistry,NN,O
,indicates,VBZ,O
,that,IN,O
,passive,JJ,O
,-,HYPH,O
,margin,NN,O
,sedimentation,NN,B-nat
,was,VBD,O
,primarily,RB,O
,anorogenic,JJ,O
,and,CC,O
,controlled,VBN,O
,by,IN,O
,dynamic,JJ,B-nat
,uplift,NN,I-nat
,",",",",O
,which,WDT,O
,we,PRP,O
,relate,VBP,O
,to,IN,O
,Deccan,NNP,O
,magmatic,JJ,O
,upwelling,NN,O
,and,CC,O
,consequent,JJ,O
,cratonic,JJ,O
,rejuvenation,NN,O
,during,IN,O
,the,DT,O
,latest,JJS,O
,Cretaceous,JJ,B-tim
,to,IN,O
,Early,JJ,B-tim
,Paleocene,NN,I-tim
,.,.,O
,.,.,O
Sentence: 837,Finally,RB,O
,",",",",O
,we,PRP,O
,show,VBP,O
,how,WRB,O
,the,DT,O
,evidence,NN,O
,of,IN,O
,subsidence,NN,O
,analysis,NN,O
,",",",",O
,sandstone,NN,B-nat
,petrography,NN,I-nat
,",",",",O
,detrital,NN,O
,-,HYPH,O
,zircon,NN,O
,geochronology,NN,B-nat
,and,CC,O
,Cr,NN,O
,-,HYPH,O
,spinel,NN,O
,geochemistry,NN,O
,indicates,VBZ,O
,that,IN,O
,passive,JJ,O
,-,HYPH,O
,margin,NN,O
,sedimentation,NN,B-nat
,was,VBD,O
,primarily,RB,O
,anorogenic,JJ,O
,and,CC,O
,controlled,VBN,O
,by,IN,O
,dynamic,JJ,B-nat
,uplift,NN,I-nat
,",",",",O
,which,WDT,O
,we,PRP,O
,relate,VBP,O
,to,IN,O
,Deccan,NNP,O
,magmatic,JJ,O
,upwelling,NN,O
,and,CC,O
,consequent,JJ,O
,cratonic,JJ,O
,rejuvenation,NN,O
,during,IN,O
,the,DT,O
,latest,JJS,O
,Cretaceous,JJ,B-tim
,to,IN,O
,Early,JJ,B-tim
,Paleocene.Upper,NN,I-tim
,Cretaceous,JJ,B-tim
,to,IN,O
,Eocene,NNP,B-tim
,strata,NN,O
,deposited,VBD,O
,originally,RB,O
,along,IN,O
,the,DT,O
,passive,JJ,O
,continental,JJ,O
,margin,NN,O
,of,IN,O
,northern,JJ,O
,India,NNP,O
,are,VBP,O
,exposed,VBN,O
,continuously,RB,O
,in,IN,O
,the,DT,O
,Zanskar,NNP,B-geo
,Range,NNP,I-geo
,in,IN,O
,the,DT,O
,west,NN,O
,and,CC,O
,in,IN,O
,South,NNP,B-geo
,Tibet,NNP,O
,in,IN,O
,the,DT,O
,east,NN,O
,(,-LRB-,O
,Fig,NN,O
,.,.,O
Sentence: 838,Upper,NNP,B-tim
,Cretaceous,JJ,I-tim
,to,IN,O
,Eocene,NNP,B-tim
,strata,NN,O
,deposited,VBD,O
,originally,RB,O
,along,IN,O
,the,DT,O
,passive,JJ,O
,continental,JJ,O
,margin,NN,O
,of,IN,O
,northern,JJ,O
,India,NNP,O
,are,VBP,O
,exposed,VBN,O
,continuously,RB,O
,in,IN,O
,the,DT,O
,Zanskar,NNP,B-geo
,Range,NNP,I-geo
,in,IN,O
,the,DT,O
,west,NN,O
,and,CC,O
,in,IN,O
,South,NNP,B-geo
,Tibet,NNP,O
,in,IN,O
,the,DT,O
,east,NN,O
,(,-LRB-,O
,Fig3,NN,O
,),-RRB-,O
,.,.,O
Sentence: 839,Upper,NNP,B-tim
,Cretaceous,JJ,O
,/,HYPH,O
,Lower,NNP,O
,Paleocene,NNP,B-tim
,stratigraphy,NN,O
,of,IN,O
,the,DT,O
,Tethys,NNP,O
,Himalaya,NNP,B-geo
,in,IN,O
,South,NNP,B-geo
,Tibet,NNP,O
,(,-LRB-,O
,Willems,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,1996,CD,O
,;,:,O
,Wan,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2002,CD,O
,;,:,O
,Wu,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2011,CD,O
,;,:,O
,Hu,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2012,CD,O
,),-RRB-,O
,and,CC,O
,Zanskar,NNP,B-geo
,(,-LRB-,O
,Gaetani,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,1986,CD,O
,;,:,O
,Garzanti,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,1987,CD,O
,;,:,O
,Nicora,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,1987,CD,O
,;,:,O
,Premoli,NNP,O
,Silva,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,1991,CD,O
,),-RRB-,O
,Position,NN,O
,of,IN,O
,samples,NNS,O
,analyzed,VBN,O
,for,IN,O
,sandstone,NN,B-nat
,petrography,NN,I-nat
,",",",",O
,spinel,NN,B-nat
,geochemistry,NN,I-nat
,and,CC,O
,U,NN,O
,每,HYPH,O
,Pb,NN,O
,zircon,NN,B-nat
,geochronology,NN,I-nat
,is,VBZ,O
,indicated,VBN,O
,.,.,O
Sentence: 840,Ubiquitous,JJ,O
,unconformities,NNS,O
,and,CC,O
,extensive,JJ,O
,faunal,JJ,O
,reworking,NN,O
,all,RB,O
,along,IN,O
,the,DT,O
,northern,JJ,O
,Indian,JJ,O
,margin,NN,O
,suggest,VBP,O
,that,IN,O
,subsidence,NN,O
,ceased,VBD,O
,and,CC,O
,was,VBD,O
,probably,RB,O
,inverted,VBN,O
,since,IN,O
,Campanianthe,NNP,B-tim
,succession,NN,O
,has,VBZ,O
,been,VBN,O
,eroded,VBN,O
,away,RB,O
,.,.,O
Sentence: 841,Only,RB,O
,Lower,JJR,B-tim
,Cretaceous,JJ,I-tim
,strata,NN,O
,are,VBP,O
,preserved,VBN,O
,in,IN,O
,Nepal,NNP,O
,",",",",O
,and,CC,O
,only,RB,O
,in,IN,O
,the,DT,O
,Thakkhola,NNP,O
,Graben,NNP,O
,(,-LRB-,O
,Garzanti,NNP,B-geo
,",",",",O
,1999,CD,O
,),-RRB-,O
,In,IN,O
,the,DT,O
,following,VBG,O
,section,NN,B-nat
,we,PRP,O
,will,MD,O
,focus,VB,O
,on,IN,O
,the,DT,O
,most,RBS,O
,complete,JJ,O
,sections,NNS,B-nat
,exposed,VBN,O
,in,IN,O
,Zanskar,NNP,B-geo
,and,CC,O
,South,NNP,B-geo
,Tibet,NNP,O
,",",",",O
,where,WRB,O
,the,DT,O
,Tethys,NNP,O
,Himalaya,NNP,B-geo
,is,VBZ,O
,traditionally,RB,O
,subdivided,VBN,O
,into,IN,O
,a,DT,O
,southern,JJ,O
,proximal,JJ,O
,subzone,NN,O
,(,-LRB-,O
,including,VBG,O
,the,DT,O
,Gamba,NNP,O
,and,CC,O
,Tingri,NNP,O
,localities,NNS,O
,),-RRB-,O
,and,CC,O
,a,DT,O
,northern,JJ,O
,distal,JJ,O
,subzone,NN,O
,dominated,VBN,O
,by,IN,O
,deep,JJ,O
,-,HYPH,O
,water,NN,O
,sediments,NNS,B-nat
,and,CC,O
,turbidites,NNS,O
,.,.,O
Sentence: 842,In,IN,O
,the,DT,O
,Lower,JJR,B-tim
,Cretaceous,JJ,I-tim
,",",",",O
,feldspatho,NN,O
,每,HYPH,O
,quartzose,NN,O
,to,IN,O
,quartzo,NN,O
,-,HYPH,O
,feldspatho,NN,O
,每,HYPH,O
,lithic,JJ,B-nat
,volcaniclastic,JJ,I-nat
,sandstones,NNS,B-nat
,and,CC,O
,interbedded,VBN,O
,mudrocks,NNS,B-nat
,document,NN,I-nat
,uplift,NN,B-nat
,associated,VBN,O
,with,IN,O
,volcanic,JJ,O
,eruptions,NNS,O
,south,RB,O
,of,IN,O
,the,DT,O
,Tethys,NNP,O
,Himalaya,NNP,B-geo
,(,-LRB-,O
,Garzanti,NNP,B-geo
,",",",",O
,1993a,CD,O
,",",",",O
,b,NN,O
,;,:,O
,Hu,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2010,CD,O
,),-RRB-,O
,.,.,O
Sentence: 843,Besides,IN,O
,variations,NNS,O
,in,IN,O
,lithology,NN,O
,related,VBN,O
,to,IN,O
,the,DT,O
,location,NN,O
,of,IN,O
,river,NN,O
,mouths,NNS,O
,and,CC,O
,climatic,JJ,O
,zonation,NN,O
,(,-LRB-,O
,progressively,RB,O
,higher,JJR,O
,southernhemisphere,NN,O
,paleolatitudes,NNS,O
,from,IN,O
,west,NN,O
,to,IN,O
,east,NN,O
,),-RRB-,O
,",",",",O
,Upper,NNP,B-tim
,Cretaceoussuccessions,NNPS,I-tim
,compare,VBP,O
,closely,RB,O
,from,IN,O
,Zanskar,NNP,B-geo
,to,IN,O
,South,NNP,B-geo
,Tibet,NNP,O
,.,.,O
Sentence: 844,Gray,NNP,O
,to,IN,O
,multicolored,JJ,O
,foraminiferal,NN,B-nat
,oozes,NNS,I-nat
,were,VBD,O
,deposited,VBN,O
,at,IN,O
,upper,JJ,O
,bathyal,JJ,O
,depths,NNS,O
,during,IN,O
,the,DT,O
,latest,JJS,O
,Albian,NNP,B-tim
,to,TO,O
,Campanian,NNP,B-tim
,times,NNS,O
,(,-LRB-,O
,Chikkim,NNP,O
,and,CC,O
,Fatu,NNP,O
,La,NNP,B-nat
,Formations,NNPS,I-nat
,),-RRB-,O
,Stratigraphic,JJ,B-nat
,thickness,NN,O
,increases,NNS,O
,from,IN,O
,56,CD,O
,m,NN,B-tim
,in,IN,O
,the,DT,O
,inner,JJ,O
,margin,NN,O
,to,IN,O
,≡,SYM,O
,200,CD,O
,m,NN,B-tim
,oceanward,NN,I-tim
,",",",",O
,indicating,VBG,O
,average,JJ,O
,accumulation,NN,O
,rates,NNS,O
,ranging,VBG,O
,from,IN,O
,only,RB,O
,2,CD,O
,m,NN,B-tim
,/,SYM,O
,Ma,NN,O
,to,IN,O
,7,CD,O
,m,NN,B-tim
,/,SYM,O
,Ma,NN,O
,offshore,RB,O
,.,.,O
Sentence: 845,Hiatuses,NNS,O
,are,VBP,O
,most,RBS,O
,common,JJ,O
,in,IN,O
,the,DT,O
,Cenomanian,NNP,B-tim
,(,-LRB-,O
,100,CD,O
,每,SYM,O
,94,CD,O
,Ma,NNP,B-tim
,),-RRB-,O
,",",",",O
,whereas,IN,O
,rapid,JJ,O
,accumulation,NN,O
,below,IN,O
,the,DT,O
,mudline,NN,O
,took,VBD,O
,place,NN,O
,in,IN,O
,the,DT,O
,early,JJ,O
,TuronianHiatuses,NNPS,B-tim
,and,CC,O
,marked,JJ,O
,variation,NN,O
,in,IN,O
,thickness,NN,O
,of,IN,O
,diverse,JJ,B-nat
,foraminiferal,JJ,I-nat
,zones,NNS,B-nat
,also,RB,O
,characterize,VBP,O
,Coniacian,NNP,O
,/,HYPH,O
,Santonian,NNP,O
,strata,NN,O
,(,-LRB-,O
,90,CD,O
,每,SYM,O
,84,CD,O
,Ma,NN,B-tim
,),-RRB-,O
,",",",",O
,where,WRB,O
,the,DT,O
,occurrence,NN,O
,of,IN,O
,benthic,JJ,B-nat
,foraminifers,NNS,I-nat
,and,CC,O
,macrofossils,NNS,O
,(,-LRB-,O
,belemnites,NNS,O
,",",",",O
,inoceramids,NNS,O
,",",",",O
,echinoderms,NNS,O
,),-RRB-,O
,suggests,VBZ,O
,the,DT,O
,beginning,NN,O
,of,IN,O
,a,DT,O
,shallowing,JJ,O
,trend,NN,O
,.,.,O
Sentence: 846,Hiatuses,NNS,O
,and,CC,O
,marked,JJ,O
,variation,NN,O
,in,IN,O
,thickness,NN,O
,of,IN,O
,diverse,JJ,B-nat
,foraminiferal,JJ,I-nat
,zones,NNS,B-nat
,also,RB,O
,characterize,VBP,O
,Coniacian,NNP,O
,/,HYPH,O
,Santonian,NNP,O
,strata,NN,O
,(,-LRB-,O
,90,CD,O
,每,SYM,O
,84,CD,O
,Ma,NN,B-tim
,),-RRB-,O
,",",",",O
,where,WRB,O
,the,DT,O
,occurrence,NN,O
,of,IN,O
,benthic,JJ,B-nat
,foraminifers,NNS,I-nat
,and,CC,O
,macrofossils,NNS,O
,(,-LRB-,O
,belemnites,NNS,O
,",",",",O
,inoceramids,NNS,O
,",",",",O
,echinoderms,NNS,O
,),-RRB-,O
,suggests,VBZ,O
,the,DT,O
,beginning,NN,O
,of,IN,O
,a,DT,O
,shallowing,JJ,O
,trendThe,NN,O
,top,NN,O
,of,IN,O
,both,DT,O
,Chikkim,NNP,O
,and,CC,O
,Fatu,NNP,O
,La,NNP,B-nat
,Formations,NNPS,I-nat
,documents,NNS,O
,particularly,RB,O
,extensive,JJ,O
,reworking,NN,O
,of,IN,O
,planktonic,JJ,B-nat
,foraminifers,NNS,I-nat
,",",",",O
,with,IN,O
,index,NN,O
,species,NNS,O
,of,IN,O
,all,DT,O
,three,CD,B-tim
,Campanian,NNP,I-tim
,(,-LRB-,O
,Globotruncanita,NNP,O
,elevata,NNP,O
,",",",",O
,Globotruncana,NNP,O
,ventricosa,NNP,O
,",",",",O
,Globotruncanita,NNP,O
,calcarata,NNP,O
,),-RRB-,O
,and,CC,O
,early,JJ,O
,Maastrichtian,NNP,B-tim
,zones,NNS,B-nat
,(,-LRB-,O
,Globotruncanella,NNP,O
,havanensis,NNP,O
,),-RRB-,O
,found,VBD,O
,locally,RB,O
,mixed,VBN,O
,in,IN,O
,the,DT,O
,same,JJ,O
,sample,NN,O
,(,-LRB-,O
,Fig,NN,O
,.,.,O
Sentence: 847,The,DT,O
,top,NN,O
,of,IN,O
,both,DT,O
,Chikkim,NNP,O
,and,CC,O
,Fatu,NNP,O
,La,NNP,B-nat
,Formations,NNPS,I-nat
,documents,NNS,O
,particularly,RB,O
,extensive,JJ,O
,reworking,NN,O
,of,IN,O
,planktonic,JJ,B-nat
,foraminifers,NNS,I-nat
,",",",",O
,with,IN,O
,index,NN,O
,species,NNS,O
,of,IN,O
,all,DT,O
,three,CD,B-tim
,Campanian,NNP,I-tim
,(,-LRB-,O
,Globotruncanita,NNP,O
,elevata,NNP,O
,",",",",O
,Globotruncana,NNP,O
,ventricosa,NNP,O
,",",",",O
,Globotruncanita,NNP,O
,calcarata,NNP,O
,),-RRB-,O
,and,CC,O
,early,JJ,O
,Maastrichtian,NNP,B-tim
,zones,NNS,O
,(,-LRB-,O
,Globotruncanella,NNP,O
,havanensis,NNP,O
,),-RRB-,O
,found,VBD,O
,locally,RB,O
,mixed,VBN,O
,in,IN,O
,the,DT,O
,same,JJ,O
,sample,NN,O
,(,-LRB-,O
,Fig3,NN,O
,;,:,O
,Premoli,NNP,O
,Silva,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,1991,CD,O
,;,:,O
,Bertle,NNP,O
,and,CC,O
,Suttner,NNP,O
,",",",",O
,2005,CD,O
,),-RRB-,O
,.,.,O
,.,.,O
Sentence: 848,The,DT,O
,sharp,JJ,O
,upward,JJ,O
,transition,NN,O
,to,IN,O
,the,DT,O
,Kangi,NNP,O
,La,NNP,B-nat
,Formation,NN,I-nat
,testifies,VBZ,O
,to,IN,O
,a,DT,O
,turning,NN,O
,point,NN,O
,in,IN,O
,passive,JJ,O
,-,HYPH,O
,margin,NN,O
,evolution,NN,O
,around,IN,O
,the,DT,O
,Campanian,NNP,O
,/,HYPH,O
,Maastrichtian,NNP,B-tim
,boundary,NN,O
,(,-LRB-,O
,~,SYM,O
,72,CD,O
,Ma,NN,B-tim
,),-RRB-,O
,",",",",O
,with,IN,O
,a,DT,O
,very,RB,O
,pronounced,JJ,O
,increase,NN,O
,in,IN,O
,terrigenous,JJ,O
,supply,NN,O
,and,CC,O
,accumulation,NN,O
,rates,NNS,O
,(,-LRB-,O
,~,SYM,O
,100,CD,O
,m,NN,O
,/,SYM,O
,Ma,NN,B-tim
,),-RRB-,O
,The,DT,O
,unit,NN,O
,",",",",O
,500,CD,O
,每,SYM,O
,600,CD,O
,m,NN,O
,thick,JJ,O
,(,-LRB-,O
,Gaetani,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,1986,CD,O
,),-RRB-,O
,",",",",O
,is,VBZ,O
,progressively,RB,O
,replaced,VBN,O
,in,IN,O
,the,DT,O
,outer,JJ,O
,margin,NN,O
,by,IN,O
,the,DT,O
,several,JJ,O
,hundred,CD,O
,m,NN,O
,-,HYPH,O
,thick,JJ,O
,Goma,NNP,B-nat
,Shale,NNP,I-nat
,",",",",O
,capped,VBN,O
,by,IN,O
,30,CD,O
,每,SYM,O
,35,CD,O
,m,NN,O
,of,IN,O
,silty,JJ,O
,marls,NNS,O
,with,IN,O
,phosphatic,JJ,B-nat
,nodules,NNS,I-nat
,(,-LRB-,O
,Kubar,NNP,O
,La,NNP,O
,Fm.,NNP,O
,;,:,O
,Fig,NN,O
,.,.,O
Sentence: 849,Rich,NNP,O
,faunas,NNS,O
,(,-LRB-,O
,benthic,JJ,B-nat
,foraminifers,NNS,I-nat
,",",",",O
,algae,NN,O
,",",",",O
,corals,NNS,O
,",",",",O
,echinoderms,NNS,O
,",",",",O
,ostracods,NNS,O
,),-RRB-,O
,indicate,VBP,O
,open,JJ,B-nat
,shallow,JJ,O
,-,HYPH,O
,marine,JJ,O
,deposition,NN,B-nat
,at,IN,O
,the,DT,O
,close,NN,O
,of,IN,O
,the,DT,O
,Maastrichtian.Above,NNP,B-tim
,the,DT,O
,Cretaceous,JJ,O
,/,HYPH,O
,Tertiary,JJ,O
,boundary,NN,O
,(,-LRB-,O
,~,SYM,O
,66,CD,O
,Ma,NN,B-tim
,),-RRB-,O
,",",",",O
,a,DT,O
,quartzarenite,NN,B-nat
,marker,NN,I-nat
,horizon,NN,B-nat
,increasing,VBG,O
,in,IN,O
,thickness,NN,O
,from,IN,O
,6,CD,O
,m,NN,O
,to,IN,O
,67,CD,O
,m,NN,O
,offshore,RB,O
,is,VBZ,O
,interpreted,VBN,O
,as,IN,O
,an,DT,O
,aggrading,JJ,O
,mesotidal,JJ,B-nat
,shoreline,NN,I-nat
,complex,NN,O
,(,-LRB-,O
,Stumpata,NNP,B-nat
,Quartzarenite,NNP,I-nat
,;,:,O
,Nicora,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,1987,CD,O
,),-RRB-,O
,.,.,O
Sentence: 850,Above,IN,O
,the,DT,O
,Cretaceous,JJ,O
,/,HYPH,O
,Tertiary,JJ,O
,boundary,NN,O
,(,-LRB-,O
,~,SYM,O
,66,CD,O
,Ma,NN,B-tim
,),-RRB-,O
,",",",",O
,a,DT,O
,quartzarenite,NN,B-nat
,marker,NN,I-nat
,horizon,NN,B-nat
,increasing,VBG,O
,in,IN,O
,thickness,NN,O
,from,IN,O
,6,CD,O
,m,NN,O
,to,IN,O
,67,CD,O
,m,NN,O
,offshore,RB,O
,is,VBZ,O
,interpreted,VBN,O
,as,IN,O
,an,DT,O
,aggrading,JJ,O
,mesotidal,JJ,B-nat
,shoreline,NN,I-nat
,complex,NN,O
,(,-LRB-,O
,Stumpata,NNP,B-nat
,Quartzarenite,NNP,I-nat
,;,:,O
,Nicora,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,1987,CD,O
,),-RRB-,O
,The,DT,O
,upper,JJ,O
,part,NN,O
,of,IN,O
,the,DT,O
,unit,NN,O
,is,VBZ,O
,a,DT,O
,fining,NN,O
,-,HYPH,O
,upward,JJ,O
,sequence,NN,O
,of,IN,O
,burrowed,VBN,O
,and,CC,O
,locally,RB,O
,bioclastic,JJ,B-nat
,sandstones,NNS,I-nat
,",",",",O
,capped,VBN,O
,by,IN,O
,a,DT,O
,condensed,VBN,O
,glauco,NN,O
,-,HYPH,O
,phosphorite,NN,O
,yielding,VBG,O
,planktonic,JJ,B-nat
,foraminifers,NNS,I-nat
,of,IN,O
,the,DT,O
,latest,JJS,O
,Danian,NNP,B-tim
,Praemurica,NNP,I-tim
,uncinata,NN,O
,P2,NN,B-tim
,zone,NN,O
,(,-LRB-,O
,~,SYM,O
,62,CD,O
,Ma,NN,B-tim
,),-RRB-,O
,.,.,O
Sentence: 851,The,DT,O
,upper,JJ,O
,part,NN,O
,of,IN,O
,the,DT,O
,unit,NN,O
,is,VBZ,O
,a,DT,O
,fining,NN,O
,-,HYPH,O
,upward,JJ,O
,sequence,NN,O
,of,IN,O
,burrowed,VBN,O
,and,CC,O
,locally,RB,O
,bioclastic,JJ,B-nat
,sandstones,NNS,I-nat
,",",",",O
,capped,VBN,O
,by,IN,O
,a,DT,O
,condensed,VBN,O
,glauco,NN,O
,-,HYPH,O
,phosphorite,NN,O
,yielding,VBG,O
,planktonic,JJ,B-nat
,foraminifers,NNS,I-nat
,of,IN,O
,the,DT,O
,latest,JJS,O
,Danian,NNP,B-tim
,Praemurica,NNP,I-tim
,uncinata,NN,O
,P2,NN,B-tim
,zone,NN,O
,(,-LRB-,O
,~,SYM,O
,62,CD,O
,Ma,NN,B-tim
,),-RRB-,O
,This,DT,O
,major,JJ,O
,transgressive,JJ,O
,event,NN,O
,was,VBD,O
,followed,VBN,O
,in,IN,O
,the,DT,O
,Selandian,NN,O
,每,HYPH,O
,Thanetian,JJ,B-tim
,by,IN,O
,deposition,NN,O
,of,IN,O
,lagoonal,JJ,B-nat
,limestones,NNS,I-nat
,onto,IN,O
,the,DT,O
,proximal,JJ,O
,.,.,O
Sentence: 852,This,DT,O
,major,JJ,O
,transgressive,JJ,O
,event,NN,O
,was,VBD,O
,followed,VBN,O
,in,IN,O
,the,DT,O
,Selandian,NN,O
,每,HYPH,O
,Thanetian,JJ,B-tim
,by,IN,O
,deposition,NN,O
,of,IN,O
,lagoonal,JJ,B-nat
,limestones,NNS,I-nat
,onto,IN,O
,the,DT,O
,proximalFig,NN,O
,.,.,O
Sentence: 853,Petrography,NNP,B-nat
,of,IN,O
,Maastrichtian,NNP,B-tim
,to,IN,O
,Paleocene,NNP,B-tim
,sandstones,NNS,O
,from,IN,O
,Tibet,NNP,O
,to,IN,O
,Pakistan,NNP,O
,(,-LRB-,O
,Umar,NNP,O
,",",",",O
,2008,CD,O
,),-RRB-,O
,indicates,VBZ,O
,anorogenic,JJ,O
,setting,NN,O
,and,CC,O
,rejects,VBZ,O
,both,DT,O
,ophiolite,NN,O
,-,HYPH,O
,obduction,NN,O
,and,CC,O
,arc,NN,O
,每,HYPH,O
,continent,NN,O
,-,HYPH,O
,collision,NN,O
,scenariosA,NN,O
,:,:,O
,Quartzose,NN,B-nat
,Tethys,NNS,I-nat
,Himalayan,JJ,B-nat
,sandstones,NNS,O
,(,-LRB-,O
,39,CD,O
,samples,NNS,O
,point,NN,O
,-,HYPH,O
,counted,VBN,O
,by,IN,O
,the,DT,O
,Gazzi,NNP,O
,每,SYM,O
,Dickinson,NNP,O
,method,NN,O
,;,:,O
,dataset,NN,O
,provided,VBN,O
,in,IN,O
,Appendix,NNP,B-tim
,Table,NN,I-tim
,A1,NN,B-tim
,),-RRB-,O
,differ,VBP,O
,sharply,RB,O
,from,IN,O
,sands,NNS,O
,shed,VBN,O
,by,IN,O
,the,DT,O
,Oman,NNP,O
,ophiolites,NNS,O
,or,CC,O
,Taiwan,NNP,O
,orogen,NN,O
,",",",",O
,and,CC,O
,compare,VB,O
,instead,RB,O
,with,IN,O
,sands,NNS,O
,of,IN,O
,African,JJ,O
,passive,JJ,O
,margins,NNS,O
,(,-LRB-,O
,compositional,JJ,B-nat
,fields,NNS,I-nat
,after,IN,O
,Garzanti,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2002,CD,O
,",",",",O
,2014a,CD,O
,",",",",O
,b,NN,O
,),-RRB-,O
,.,.,O
Sentence: 854,B,NN,O
,",",",",O
,C,NN,O
,:,:,O
,Detritus,NNP,O
,derived,VBN,O
,from,IN,O
,Precambrian,JJ,B-tim
,India,NNP,I-tim
,and,CC,O
,Deccan,NNP,O
,basalts,NNS,O
,was,VBD,O
,enriched,VBN,O
,in,IN,O
,quartz,NN,O
,and,CC,O
,felsitic,JJ,B-nat
,volcanic,JJ,I-nat
,rock,NN,B-nat
,fragments,NNS,I-nat
,due,IN,O
,to,IN,O
,recycling,NN,O
,and,CC,O
,both,DT,O
,preand,JJ,B-nat
,post-depositional,JJ,I-nat
,breakdown,NN,B-nat
,of,IN,O
,less,JJR,O
,durable,JJ,B-nat
,grains,NNS,I-nat
,(,-LRB-,O
,diagenetic,JJ,B-nat
,dissolution,NN,I-nat
,trends,NNS,B-nat
,outlined,VBN,O
,by,IN,O
,gray,JJ,O
,arrows,NNS,O
,are,VBP,O
,derived,VBN,O
,from,IN,O
,own,JJ,O
,data,NNS,O
,on,IN,O
,Nile,NNP,B-geo
,Delta,NNP,O
,sediments,NNS,O
,;,:,O
,Garzanti,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2006,CD,O
,",",",",O
,2008,CD,O
,),-RRB-,O
,Data,NNS,O
,are,VBP,O
,centered,VBN,O
,to,TO,O
,allow,VB,O
,better,JJR,O
,visualization,NN,O
,(,-LRB-,O
,von,NNP,O
,Eynatten,NNP,B-geo
,et,FW,O
,al.,FW,O
,",",",",O
,2002,CD,O
,;,:,O
,),-RRB-,O
,.,.,O
Sentence: 855,4,CD,O
,;,:,O
,Willems,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,1996,CD,O
,),-RRB-,O
,",",",",O
,~,SYM,O
,600,CD,O
,m,NN,O
,of,IN,O
,gray,JJ,O
,marls,NNS,O
,and,CC,O
,marly,JJ,O
,limestones,NNS,O
,with,IN,O
,planktonic,JJ,B-nat
,foraminifers,NNS,I-nat
,of,IN,O
,the,DT,O
,late,JJ,O
